00301082012B                                                                                                                                                                                                                                                                                                                                                                                                   
enteteLigne=>1|numClient=>   28956|nomClient=>RAMA                          |prenomClient=>HIND                          |dateNaisClient=>01011999|numCinClient=>S4545       |typeClient=>P|adrClient1=>SDGFSD                        |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13051408                |population=>3023   |numContratFiliale=>CI121000915|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10042010|dureeSousc=>300|primeAssurance=>000000019106|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0600|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>30052010|dateDerEch=>30042035|capitalRestantDu=>000057548808|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=> 0254545|nomClient=>AAMOUM                        |prenomClient=>MOHAMED                       |dateNaisClient=>24041996|numCinClient=>FR94562     |typeClient=>P|adrClient1=>IMM 15 APPT 15 RES SEMIRAMIS S|adrClient2=>ID HAJJI                      |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005674                |population=>3023   |numContratFiliale=>CC111000575|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10032011|dureeSousc=>072|primeAssurance=>000000000380|tauxAssurance=>0022700|montantCredit=>000025000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032017|capitalRestantDu=>000020090153|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012211|nomClient=>AAMOUM                        |prenomClient=>MOHAMED                       |dateNaisClient=>24041996|numCinClient=>FR94562     |typeClient=>P|adrClient1=>n 15 appt 06 res essafae      |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005674                |population=>3023   |numContratFiliale=>CC111000570|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10032011|dureeSousc=>048|primeAssurance=>000000000047|tauxAssurance=>0022700|montantCredit=>000003600000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032015|capitalRestantDu=>000002464692|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   01201|nomClient=>ALAOUI                        |prenomClient=>AYMANE                        |dateNaisClient=>05091978|numCinClient=>FR9456      |typeClient=>P|adrClient1=>av madagascar n 15 sala al jad|adrClient2=>da                            |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005680                |population=>3023   |numContratFiliale=>CC111000571|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10032011|dureeSousc=>120|primeAssurance=>000000000204|tauxAssurance=>0027300|montantCredit=>000010000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032021|capitalRestantDu=>000008970730|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   25100|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>15091975|numCinClient=>A66655      |typeClient=>P|adrClient1=>CVHGF                         |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005635                |population=>3023   |numContratFiliale=>CI121001091|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>02082012|dureeSousc=>300|primeAssurance=>000000014940|tauxAssurance=>0033200|montantCredit=>000045000000|tauxEmprunt=>0200|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15092012|dateDerEch=>15082037|capitalRestantDu=>000045000000|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   25100|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>01011984|numCinClient=>XC33220     |typeClient=>P|adrClient1=>GFHGF                         |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005658                |population=>3023   |numContratFiliale=>CI121001092|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>02082012|dureeSousc=>300|primeAssurance=>000000019920|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0200|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15092012|dateDerEch=>15082037|capitalRestantDu=>000060000000|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   DFGTD|nomClient=>HADDAOUI                      |prenomClient=>MUSTAPHA                      |dateNaisClient=>01011971|numCinClient=>AA332211    |typeClient=>P|adrClient1=>FHGF                          |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005634                |population=>3023   |numContratFiliale=>CI121001090|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>02082012|dureeSousc=>200|primeAssurance=>000000019256|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0200|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15092012|dateDerEch=>15042029|capitalRestantDu=>000058000000|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   12500|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>01011984|numCinClient=>XC33220     |typeClient=>P|adrClient1=>TEST TEST KHJKJ               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005658                |population=>3023   |numContratFiliale=>CC121000998|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10072010|dureeSousc=>120|primeAssurance=>000000000191|tauxAssurance=>0022700|montantCredit=>000012000000|tauxEmprunt=>0400|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15092010|dateDerEch=>15082020|capitalRestantDu=>000010070974|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  018021|nomClient=>OUASSINI                      |prenomClient=>MOHAMED                       |dateNaisClient=>15021970|numCinClient=>WX0023      |typeClient=>P|adrClient1=>res salamat n15 appt 16       |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005682                |population=>3023   |numContratFiliale=>CC111000579|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10032011|dureeSousc=>096|primeAssurance=>000000000349|tauxAssurance=>0060600|montantCredit=>000008000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032019|capitalRestantDu=>000006913049|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  015245|nomClient=>OUASSINI                      |prenomClient=>MOHAMED                       |dateNaisClient=>15021970|numCinClient=>QS98546     |typeClient=>P|adrClient1=>SETTAT                        |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005672                |population=>3023   |numContratFiliale=>CI111000436|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10052010|dureeSousc=>166|primeAssurance=>000000010233|tauxAssurance=>0033200|montantCredit=>000035000000|tauxEmprunt=>0420|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15062010|dateDerEch=>15032024|capitalRestantDu=>000030822284|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012563|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>HAY EL MENZEH AVENUE DES FAR R|adrClient2=>BAT                           |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000559|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>20102010|dureeSousc=>197|primeAssurance=>000000009165|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15112010|dateDerEch=>15032027|capitalRestantDu=>000027606650|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  MBANQU|nomClient=>rabat                         |prenomClient=>Marocaine                     |dateNaisClient=>01011970|numCinClient=>            |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>8410539                 |population=>3023   |numContratFiliale=>CI101000034|codeProduit=>0000002|codePhase=>P300|modePaiement=>U|periodicite=>M|typeConvention=>X|dateEffet=>18082010|dureeSousc=>301|primeAssurance=>000000000000|tauxAssurance=>0040700|montantCredit=>000060000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>30092010|dateDerEch=>30092035|capitalRestantDu=>000057785645|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   15284|nomClient=>AAMOUM                        |prenomClient=>MOHAMED                       |dateNaisClient=>24041996|numCinClient=>FR94562     |typeClient=>P|adrClient1=>N37 CITE MILITA               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005674                |population=>3023   |numContratFiliale=>CI111000432|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>03032011|dureeSousc=>300|primeAssurance=>000000019135|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032036|capitalRestantDu=>000057634108|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue15 n13 rabat takadoum      |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000553|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>09032011|dureeSousc=>300|primeAssurance=>000000014543|tauxAssurance=>0033200|montantCredit=>000045200000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032036|capitalRestantDu=>000043805462|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  010862|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>13061988|numCinClient=>AZ9562      |typeClient=>P|adrClient1=>N8 RUE NAHDA                  |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005909                |population=>3023   |numContratFiliale=>CI111000431|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10062010|dureeSousc=>300|primeAssurance=>000000012027|tauxAssurance=>0033200|montantCredit=>000056000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15072010|dateDerEch=>15062035|capitalRestantDu=>000036225804|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue15 n13 rabat takadoum      |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000552|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>09032011|dureeSousc=>288|primeAssurance=>000000014479|tauxAssurance=>0033200|montantCredit=>000045000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032035|capitalRestantDu=>000043610841|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue15 n13 rabat takadoum      |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000555|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>08032011|dureeSousc=>306|primeAssurance=>000000019674|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>006|date1Ech=>15042011|dateDerEch=>15092036|capitalRestantDu=>000059260458|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012345|nomClient=>EL YOUSFI                     |prenomClient=>BRAHIM                        |dateNaisClient=>17011994|numCinClient=>DA80448     |typeClient=>P|adrClient1=>rabat agdal                   |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>8410539                 |population=>3023   |numContratFiliale=>CI101000159|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>01032010|dureeSousc=>300|primeAssurance=>000000000000|tauxAssurance=>0137200|montantCredit=>000030000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>20032010|dateDerEch=>20022035|capitalRestantDu=>000018527946|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>00000000|nomClient=>ASKARI                        |prenomClient=>FATIMA                        |dateNaisClient=>20121978|numCinClient=>DF98523     |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005671                |population=>3023   |numContratFiliale=>CI101000271|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10022010|dureeSousc=>200|primeAssurance=>000000009875|tauxAssurance=>0033200|montantCredit=>000035000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>01032010|dateDerEch=>01102026|capitalRestantDu=>000029744799|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012000|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>13061988|numCinClient=>A66655      |typeClient=>P|adrClient1=>TEST                          |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005635                |population=>3023   |numContratFiliale=>CI111000550|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>09032011|dureeSousc=>152|primeAssurance=>000000010587|tauxAssurance=>0033200|montantCredit=>000035000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>01052011|dateDerEch=>01122023|capitalRestantDu=>000031889881|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   00211|nomClient=>OUASSINI                      |prenomClient=>MOHAMED                       |dateNaisClient=>01011990|numCinClient=>AA3322      |typeClient=>P|adrClient1=>APPT1 IMMB E RESIDENCE SEKKAT |adrClient2=>ABAT                          |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005644                |population=>3023   |numContratFiliale=>CI111000671|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10012007|dureeSousc=>084|primeAssurance=>000000002400|tauxAssurance=>0033200|montantCredit=>000015000000|tauxEmprunt=>0420|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15022007|dateDerEch=>15012014|capitalRestantDu=>000007229285|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  cwxfjh|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>08061989|numCinClient=>RT9455      |typeClient=>P|adrClient1=>bcv                           |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005657                |population=>3023   |numContratFiliale=>CI121001087|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10082010|dureeSousc=>300|primeAssurance=>000000018758|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0200|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15092010|dateDerEch=>15082035|capitalRestantDu=>000056500041|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>00000000|nomClient=>OUASSINI                      |prenomClient=>MOHAMED                       |dateNaisClient=>01011975|numCinClient=>WX0023      |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005682                |population=>3023   |numContratFiliale=>CI101000273|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10022010|dureeSousc=>166|primeAssurance=>000000005767|tauxAssurance=>0033200|montantCredit=>000020000000|tauxEmprunt=>0420|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>01032010|dateDerEch=>01122023|capitalRestantDu=>000017370391|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  256100|nomClient=>EL KHALQI                     |prenomClient=>YOUSRA                        |dateNaisClient=>01091979|numCinClient=>CB29632     |typeClient=>P|adrClient1=>TEST                          |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13053384                |population=>3023   |numContratFiliale=>CI121001085|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>02082012|dureeSousc=>300|primeAssurance=>000000019920|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0200|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15092012|dateDerEch=>15082037|capitalRestantDu=>000060000000|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>00000000|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>01011990|numCinClient=>QQ3322      |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005647                |population=>3023   |numContratFiliale=>CI101000268|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>01022010|dureeSousc=>301|primeAssurance=>000000006212|tauxAssurance=>0033200|montantCredit=>000020000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15032010|dateDerEch=>15032035|capitalRestantDu=>000018711839|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   10236|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>RABAT                         |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000447|codeProduit=>0000002|codePhase=>P300|modePaiement=>U|periodicite=>M|typeConvention=>X|dateEffet=>04032011|dureeSousc=>300|primeAssurance=>000002631600|tauxAssurance=>0043860|montantCredit=>000060000000|tauxEmprunt=>0420|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032036|capitalRestantDu=>000058130915|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue15 n13 rabat takadoum      |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000568|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10032011|dureeSousc=>300|primeAssurance=>000000012834|tauxAssurance=>0033200|montantCredit=>000050000000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032036|capitalRestantDu=>000038657385|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  102563|nomClient=>ASKARI                        |prenomClient=>FATIMA                        |dateNaisClient=>01011991|numCinClient=>A3212       |typeClient=>P|adrClient1=>JKNJKNKJKOJ                   |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005640                |population=>3023   |numContratFiliale=>CI111000689|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>20052009|dureeSousc=>300|primeAssurance=>000000017023|tauxAssurance=>0033200|montantCredit=>000055000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15062009|dateDerEch=>15052034|capitalRestantDu=>000051275519|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   12540|nomClient=>AAMOUM                        |prenomClient=>MOHAMED                       |dateNaisClient=>24041996|numCinClient=>FR94562     |typeClient=>P|adrClient1=>RABAT                         |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005674                |population=>3023   |numContratFiliale=>CI111000446|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>04032011|dureeSousc=>300|primeAssurance=>000000019361|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032036|capitalRestantDu=>000058315186|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>00000000|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>ZZZZZZZZZZZZZZ                |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000449|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10012010|dureeSousc=>072|primeAssurance=>000000003006|tauxAssurance=>0033200|montantCredit=>000015000000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15022010|dateDerEch=>15012016|capitalRestantDu=>000009053749|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   25000|nomClient=>BOUZAIDI                      |prenomClient=>ACHRAF                        |dateNaisClient=>01011980|numCinClient=>SQ21112     |typeClient=>P|adrClient1=>FDSF                          |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005689                |population=>3023   |numContratFiliale=>CI111000685|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>20012008|dureeSousc=>300|primeAssurance=>000000014382|tauxAssurance=>0033200|montantCredit=>000050000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15022008|dateDerEch=>15012033|capitalRestantDu=>000043318115|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   82536|nomClient=>SAMIR                         |prenomClient=>SAMIR                         |dateNaisClient=>12121999|numCinClient=>B12222      |typeClient=>P|adrClient1=>MERS EL KHEIR N               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13003804                |population=>3023   |numContratFiliale=>CI111000445|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>04032011|dureeSousc=>166|primeAssurance=>000000013866|tauxAssurance=>0033200|montantCredit=>000045000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15012025|capitalRestantDu=>000041764410|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>EL HANAFI                     |prenomClient=>RADIA                         |dateNaisClient=>05091979|numCinClient=>D159463     |typeClient=>P|adrClient1=>rue15 n13 rabat takadoum      |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13006306                |population=>3023   |numContratFiliale=>CI111000566|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10032011|dureeSousc=>300|primeAssurance=>000000016088|tauxAssurance=>0033200|montantCredit=>000050000000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032036|capitalRestantDu=>000048457368|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
